[2020-09-12 10:41:44]	select * from _tbl_admin where UserName='admin@admin.com' and Password='123456' 
[2020-09-12 10:42:08]	select * from _tbl_admin where UserName='admin@admin.com' and Password='123456789' 
[2020-09-12 10:42:08]	select * from _tbl_tour where IsPublish='1'
[2020-09-12 10:42:08]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='1'
[2020-09-12 10:42:08]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='1'
[2020-09-12 10:42:08]	select * from _tbl_tour_enquiry where PackageID='1'
[2020-09-12 10:42:08]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='2'
[2020-09-12 10:42:08]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='5'
[2020-09-12 10:42:08]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:08]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='3'
[2020-09-12 10:42:08]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='9'
[2020-09-12 10:42:08]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:08]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='4'
[2020-09-12 10:42:08]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID=''
[2020-09-12 10:42:08]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:08]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='5'
[2020-09-12 10:42:08]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='13'
[2020-09-12 10:42:08]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:08]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='6'
[2020-09-12 10:42:08]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='14'
[2020-09-12 10:42:08]	select * from _tbl_tour_enquiry where PackageID='4'
[2020-09-12 10:42:11]	select * from _tbl_admin where UserName='admin@admin.com' and Password='123456789' 
[2020-09-12 10:42:11]	select * from _tbl_tour where IsPublish='1'
[2020-09-12 10:42:11]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='1'
[2020-09-12 10:42:11]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='1'
[2020-09-12 10:42:11]	select * from _tbl_tour_enquiry where PackageID='1'
[2020-09-12 10:42:11]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='2'
[2020-09-12 10:42:11]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='5'
[2020-09-12 10:42:11]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:11]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='3'
[2020-09-12 10:42:11]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='9'
[2020-09-12 10:42:11]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:11]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='4'
[2020-09-12 10:42:11]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID=''
[2020-09-12 10:42:11]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:11]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='5'
[2020-09-12 10:42:11]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='13'
[2020-09-12 10:42:11]	select * from _tbl_tour_enquiry where PackageID=''
[2020-09-12 10:42:11]	select * from _tbl_sub_tour where IsPublish='1' and TourTypeID='6'
[2020-09-12 10:42:11]	select * from _tbl_tours_package where IsPublish='1' and SubTourTypeID='14'
[2020-09-12 10:42:11]	select * from _tbl_tour_enquiry where PackageID='4'
[2020-09-12 10:42:14]	select * from _tbl_tour
[2020-09-12 10:42:14]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='1'
[2020-09-12 10:42:14]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='2'
[2020-09-12 10:42:14]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='3'
[2020-09-12 10:42:14]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='4'
[2020-09-12 10:42:14]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='5'
[2020-09-12 10:42:14]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='6'
[2020-09-12 10:42:18]	select * from _tbl_tour
[2020-09-12 10:42:18]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='1'
[2020-09-12 10:42:18]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='2'
[2020-09-12 10:42:18]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='3'
[2020-09-12 10:42:18]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='4'
[2020-09-12 10:42:18]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='5'
[2020-09-12 10:42:18]	SELECT COUNT(SubTourTypeID) AS cnt FROM _tbl_sub_tour where TourTypeID='6'
[2020-09-12 10:42:37]	select * from _tbl_sub_tour where md5(TourTypeID)='1679091c5a880faf6fb5e6087eb1b2dc' order by SubTourTypeID desc
[2020-09-12 10:42:37]	select * from _tbl_tour where TourTypeID='6'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='29' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='29' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='28' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='28' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='27' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='27' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='26' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='26' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='25' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='25' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='24' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='24' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='23' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='23' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='22' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='22' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='21' and IsPublish='1'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='21' and IsPublish='0'
[2020-09-12 10:42:37]	SELECT COUNT(PackageID) AS cnt FROM _tbl_tours_package where SubTourTypeID='20' and IsPublish='1'
